text,recalled
"I was at a concert with my cousin who had recently undergone foot surgery and was therefore forced to use crutches to participate in the event.At the end of the concert a steward very kindly suggested we use a secondary exit with a stair lift to facilitate my cousin's exit from the theatre.We accept with thanks.After a few minutes the stair lift attendant reaches us and addresses us with sufficient and arrogance, it seemed as if our need at that moment had disturbed him.this behavior of his made me really angry, because you don't approach people this way, especially",1
"I was at the bar with some friends and I saw that another of our friends was arriving outside the door so I looked at her and started smiling and saying hello.On the edge of the door there were other girls who thought I was being silly and saying hello to them and then laughing because I was saying hello to them, then they started insulting me and giving me dirty looks.At that moment I was scared because I thought they would come near me to seek a confrontation or insult me ??even more.",1
"I was driving, I was about to enter a rather narrow roadand I had the right of way when suddenly a car cuts in front of me and is forced to stop because another car was passing in front, then this person driving starts shouting and offending everyone those present in the cars in a bad way, the moment he turns and looks at me in the face, addressing me in that way, he really made me very angry",1
"I was at my graduation presentation and I was in the middle of the speech when some members of the commission started talking to each other, without even whispering too much.At a certain moment my supervisor even gets up and leaves the room and then comes back after a minute, sitting down again as if nothing had happened.I don't think I've ever witnessed more rude and uncaring behavior in a similar situation.I almost felt cheated, as if my work didn't count for anything, as if I was just a number.",1
"I was at the GP doctor's office.She had argued with the previous patient and when I went she was shouting at me and answering badly as if she had done something, at a certain point I tell her that if she had argued it wasn't my problem and that please she must respond politely because I hadn't done anything.I was very calm because I knew it wasn't my fault but after a while of him answering me badly I started to feel insulted so I said what I thought was right without having to argue too",1
"I was in the car, which often happens to me since I'm a sales technician.I drive often and well but two weeks ago a car at the telepass in front of me got stuck.The driver wanted to go back at all costs but there were already several cars in line waiting.I don't know why the driver was nervous, he didn't want to wait for them to open the door and in the end he took it out on me, insulting me.I felt bad and also scared.He seemed out of his mind.",1
"I was in the car, when I was entering a main road I hesitated because there was a lot of traffic, the car behind me started honking its horn, making offensive gestures and shouting insults.Initially I didn't give much thought to it, but then I responded by playing too.After I entered the road, the car overtook me and even went across the road, blocking the column.I got very agitated and scared, because I understood that the person was altered and not completely himself.I closed the windows and doors and I stopped.",1
"I was in line for the blood test, waiting for my turn.Once I filled out the acceptance sheets I had to wait for them to call me to carry out the actual exam.But they started calling the numbers after mine, skipping me.I calmly and calmly pointed this out to the nurse and she, annoyed, went to check, she realized she had made a mistake, but she was rude and arrogant, making me feel wrong.This situation made me exclude that place for the blood tests from that day...I felt helpless and badly treated without any sense",1
I was in line to get into a nightclub and some drunk guys passed my group of friends and called us “whores”.She made me feel like I was a rag thrown on the floor and nothing more than a being for the purpose of sex.I was so shocked that I didn't have the strength to respond,1
"I was out with my friends and we were walking around downtown when a guy I didn't know accidentally bumped into me.I was about to apologize except this guy started screaming in my face telling me that I was an idiot, how could I not have seen him, that I had done it on purpose to hit on him and that only a whore like me could do that.I want to point out that I had never seen this guy there",1
"I was in the butcher's shop when a woman next to me spoke to my husband on the phone, I understood it because she specified names and work, then as I was leaving I approached her and asked, who are you?What relationship do you have with my husband and here he is screaming at me you ruined everything you are a bitch...",1
"I was on a bus with some sommeliers, because we were going to a fair.Next to me was my boyfriend and in the seat in front of me my best friend was sitting with her.We hadn't seen each other for a long time, so from the moment we left and for the next two hours of the journey, she always talked: about her, about her life, about her problems.Let's point out that my friend is very self-centered.At a certain point, I thought of something to tell my boyfriend for the next day; and my friend got angry, and she called me a ""bitch"" because for a certain reason for a",1
"I was on the train and I was wearing the ffp2 mask.It was late afternoon and I was returning from work.A woman in her 50s and her partner got into the same carriage as me.They sat in the seats in front of me and I moved because the carriage was almost empty beyond us and I had noticed that they were not wearing any protection against covid.Irritated by my move, they started yelling at me.In particular, the woman was very aggressive, she started insulting me because I had a ""muzzle"", covid no longer exists, etc.I didn't answer anything and I was shaking because the woman also threatened to beat me.The partner added colorful sexist insults, such as",1
"I was on shift at work and a gentleman started arguing with one of my colleagues, being a bit far away I approached to understand the situation as a manager on duty; the gentleman continued to say that the girl (i.e. my colleague) had made a mistake in making him pay with the card as it was a debit card and not a credit card (she had paid with the debit card).I tried to understand the situation and mitigate the situation by telling him that the debit card was the ATM and he started yelling at me that I was stupid, that he was a lawyer and that I didn't understand anything; I got angry because I don't care about being treated like that, I went away shouting at him that I would call the police and he left as soon as he saw me with the phone in my hand calling me a whore and a cow, I ran after him telling him that I was filming him with my personal phone and that in any case there were cameras and that I would take action.",1
"I was on holiday with some friends and we were 16 at the time.we were guests of a family, but the house was not in good condition, so my mood was very low because of this and every little thing bothered me.One day we had to go out to eat and I wasn't ready yet, but my friends were, so they walked out the bedroom door and started going down the stairs without me.I started crying and asked why they weren't waiting for me and one of them called me a pain in the ass.They then came down and waited for me at the door of the house.",1
"I was very depressed because of the family situation I live in, and I dated this guy.He just wanted to take advantage of me, and when he said to me, ""do you want to do something?""and I didn't answer right away, he said ""you took too long to give me an answer"", and when I hesitated he told me that's what all women want because we're all whores.I felt very bad and hurt, because not only was I in a difficult personal situation, but because it was a very profound offense.Also afterwards he told me to go out with him because having a nice ass, his friends would give him more weed to smoke for bringing a beautiful girl.In all this I have never smoked..",1
"I was on the street and I was looking at my phone while I was crossing, a car suddenly braked because it hadn't seen me and the driver shouted an insult at me.At first I felt frozen, then I realized that I too was wrong since I wasn't looking where I was going.In any case, I also thought afterwards that he could avoid insulting like that, because all he had to do was honk his horn if he really wanted to show his anger.",1
"I was on one of those Christmas trains, luckily in the company of friends, and there was a group of quite annoying kids, they started making jokes and to a certain one I replied in kind to stop.Then they started to get even more agitated and consequently so did I, they started the usual insults ""you're a whore"" etc... I was very pissed offbut I had to calm down so as not to make the situation worse.After a while I got off the train.",1
"I am 13/14 years old and I am at the oratory after catechism.I'm one of the few girls while the boys are an entire football team who enjoy teasing me by calling me ""pompinatrix"".It all started from a ""joke"" about the fact that since I have braces, according to them, getting a blowjob from me should be an unpleasant experience.I react by getting angry and insulting them back, trying not to seem humiliated and dejected.I can't explain why you would treat another person like that",1
"I just finished dinner with my family and it's time to clear the table.The division of labor between me and my brothers is ambiguous and a small argument breaks out between me and my younger brother.After some discussion he calls me a bitch and a slacker.I didn't feel particularly offended given the not too serious context, but I certainly wasn't pleased.",1
"I just finished arguing with the person I thought was my best friend.We are unable to have a direct confrontation, but the argument takes place via chat.We are during high school exams and I don't want to waste time keeping up with a stupid argument that has made me really understand what kind of person I'm dealing with.At the end of the conversation she calls me a bitch because I didn't tell her the truth when I explained the situation to her several times and what she thinks didn't happen.This insult doesn't particularly affect me because I have a clear conscience and I have no reason to feel attacked, as I know how things went but she doesn't want to believe me",1
"I had an accident at work and had to call the inbox to book the visit.The secretary responded to me in a very rude way, accusing me of being disrespectful just because I asked if it was possible to make an appointment (I didn't know it couldn't be done), I felt at fault and uncomfortable",1
"I have disrespectful classmates in high school.I am a class representative and I have to give the names to the class council of those who have bullied one of my classmates.I name the names.the next day I go back to class and they find out, they start insulting me.I feel anger, resignation and sadness.I feel humiliated.",1
"I met Marco and told him that I hadn't remembered to bring him the keys to the scooter he had lent me and he told me :""you're still the same stupid bitch"".I suddenly felt very angry, I would have slapped himbut I held back and smiled at him.It was very difficult but he made me feel superior to him and so I was a little better",0
"I met what I thought was a friend because she wanted to tell me things.I am quite annoyed by her typical victimism and egocentrism which hardly leads her to understand the difficulties of others, because everyone has to direct all their energy and attention to her.She starts accusing me of not being available, that she can never contact me, that I never reply to her messages.Which is often nonsense while I'm at work.Particularly annoyed by her lack of understanding of her, especially because I have serious personal problems, I tell her I'm not sitting on the couch waiting for her stupid texts and she yells at me that I'm an insensitive bitch.Since there is no margin for understanding, she leaves me",1
"I argued with my father, to defend my mother.I was calm, he started insulting me and yelling at me to shut up.I didn't think about staying quiet at all, on the contrary, I urged him verbally, without ever insulting him or shouting.He approached me threateningly and said ""you're an ungrateful bitch, if you continue I'll slap you"".Which then actually happened.I pushed him away, he was surprised by the strength I had put into it, because he backed away a lot.I continued to be calm, but my words were not very kind.This went on for several minutes, until my brother got in the way and separated us.",1
"I gave birth a day ago and my roommate, in front of lunch, starts making strange faces and saying it sucks.When talking about work she is haughty and speaks with a tone of superiority, as if she is better than others.When I explain to her what job I do (public administration) she makes a disgusted face, as if my job was simple and I was a lazy person.",1
I turned down a guy in a nightclub who offered me a drink that I wasn't even interested in at all,1
"I am walking on the street in Enschede, at daytime with a friend of mine.It is not a quiet street per se, but it is also not busy.We pass two men who already look a bit sketchy.I feel uncomfortable immediately.They make a comment about how our asses look.Something like; ""your asses look so good girls"".I feel threatened and scared that they are going to say more or that they are coming after us.We walk on and I feel very relieved that they don't follow us and it was just one comment.I can handle that, but I do not feel safe or comfortable.",1
"I'm standing in the road waiting for a taxi when a car passed by and some guy shouted from the window ""Bitch, do you want to fuck?"".I can't believe what I just heard.I am feeling disgusted and uncomfortable.I am worried what people around me might think.It's moments like these that make me hate the fact that I am a woman.I just want to go home and cancel all my plans for the day.",1
"Yesterday, at work, I had an unpleasant exchange with a person I had never met in person, who deliberately insulted me via email.He didn't use explicit swear words but phrases like ""be ashamed"" ""go graze the sheep"" etc.I felt very offended at first, then I thought that on the other side there was definitely a frustrated, ignorant, bad person, so I was reassured by the fact that he was certainly worse off than me, so much so that I no longer gave following the conversation.",1
"My boss called me back because, in a moment of calm and when there was nothing to do (I'm a waitress), I was talking to some of my colleagues who had finished work.He called me aside and told me in a very stern and angry tone that when I'm on working hours he expects me to work and not chat and when faced with my apologies he told me that he didn't want them.I found the situation strange, in fact I didn't feel very guilty as I usually would because I knew there was nothing to be done and that it was just a stance and a request for respect, however I felt very humiliated and uncomfortable, and since my contract would soon expire, it made me very upset.I thought about it for a long time until relations became absolutely cordial again.",1
"I imagine the insult comes from a man who feels bullied, belittled by a woman who has at least as much power, intelligence and courage as he does.My first reaction would be anger and frustration.I would probably respond with an insult and then with a comment aimed at underlining my value and the fact that his insult underlines his smallness even more.Depending on the context, I might even rate the person who made the comment as so insignificant that it doesn't deserve any attention or response and I might simply decide to turn on my heel and walk away.Surely, however, the offense would remain within me and in my mind I would continue to think for a while about my reaction, about what other reactions I could have had and there would remain a desire to be able to hurt at least as much as I felt hurt.",0
"I imagine I'm walking down the street with a friend and we pass a bar, where there are people outside who are drinking.one of these, while moving, bumps into me and starts insulting me with sexist insults.initially I try to move on with my friend, but the guy in question follows us and continues with the insults and it disturbs me a lot, I struggle to keep calm, but I continue to try to move away from",0
"In an argument with a person who doesn't like me, I was called a bitch",1
"One of my classmates and I are working on a project for university that we have to do together.She wrote part of the report and I am now correcting and revising it.while I'm working on it I see that she is also logged in to the shared file, but she doesn't change anything, she just stands there looking at what I write for about twenty minutes and then leaves.I finish working on it.the next morning she comes to tell me that I made a mistake and that everything I wrote wasn't right.I try to explain to her the reasoning I did and she dismisses me by telling me that I don't know what I'm talking about and that now, because of me, she has to do it all over again.I try to tell her ""okay, if you really want it to be done like this, even if I don't think it's right, I'll go back and rearrange everything as it was"" and she says ""forget it, I'll do it, you've done enough.""this thing makes me feel extremely angry, principal",1
"The day before yesterday a nurse from the local health authority gave me a rude answer only because I asked why they were late for the delivery of medical supplies for my mother and I had already gone last week to ask.Simply for the patient's right, just because there were many people for the same reason, he turned to me like this, they who should work with passion towards others who suffer.",1
"The episode concerns a phone call with an administrative secretary of a cooperative for which I carried out training days.I have to fill out some salary documents and I don't understand what information I have to provide.When I asked for information, the lady responded to me in a very rude manner, telling me that I must be able to do this procedure alone and that she cannot keep up with me because she has much else to do.I feel frustrated, as if it were my fault for the lack of knowledge on the subject.In a rude way you also point out to me that the data I have already entered are incomplete or incorrect and that I need to pay more attention to how I fill out the documents.I feel misunderstood, sad, not",1
"The last person to insult me ??during an argument was my brother.I don't even remember precisely what the motivation for the argument was, but I remember very well the sense of humiliation and offense I felt.Initially the reaction was to respond to the offense with a further insult, only to then realize that I would only have made things worse.I felt so hurt that I started crying and, even more so, I didn't want to continue the discussion.I walked away and let it go.",1
"the last time someone called me a dick was my girlfriend during our fight.I honestly believe that my next instinct was to tell her ""whatever, you are an idiot"" explaining her reasons.Calling myself an idiot hurts me because everyone thinks I'm a very naive person who lets things get in their way, when in reality many times I don't care much about what others say or what they think and, in reality, I know how to defend myself very well with words.When this happened, I got furious and responded to her in kind, both of us continuing like this, then the argument went a little further from what we were saying in the beginning.",1
"The last time someone addressed me in a rather rude manner was a few months ago, in May to be exact.My former employer yelled at me, in front of dozens of other people, insulting me in every way he could think of.After years of seemingly appreciated work, I have suffered professional and private attacks for reasons well beyond the limits of an employee.A ""man"" (if I can define him that way) 1.90m tall who made so much effort to shout and gesticulate that he was so red that he was encouraged by",1
"The last time someone called me a general insult was a few months ago during an argument with my then-boyfriend.I don't remember the precise words he used but I remember that I felt hurt by the use of the insult, but no more than I was already hurt and destabilized by the discussion and the situation of tension and conflict in general.I probably responded by returning the insult.",1
"The last time, that I'm aware of, that someone called me a sexist insult was maybe 4 years ago.The event happened when I was at a disco with some of my friends.We were having fun with each other, dancing and laughing.Suddenly, however, some guys came closer to us with the intention of talking to us.My friends and I didn't want to be bothered by them, also because the boys had perhaps drunk too much.After a while of my friends and I trying to distance ourselves from the boys in question, one of them started insulting us using thick terms precisely because we didn't want their ""attention"".",1
"My colleague turned to me underlining the late hours at which she usually leaves, it made me feel both sorry for her and very angry because our positions are not even remotely comparable, starting from the compensation and the role held.For the rest of the day my mood was always a little ""stopped"" because I would have liked to be able to respond in kind or at least underline my extraneousness to the situation, but it seems that many times things are the same, that there is no boundary line between what people can say regardless of how the words may affect the interlocutor.Perhaps the other person's excessive education leads others to behave like this.",1
"I worked as a bartender in a summer establishment and wore a tank top.An elderly client, as soon as he saw my cleavage, started calling me ""stood mare"" and explicitly telling me what he wants to do with me in very vulgar terms.",1
"I work at the airport at the security checks, a lady asks me if it was possible not to let her daughter go through the metal detector as she is wearing an infusion pump.I have been doing this job for 8 years and it has happened to me several times that people have passed by with this object, no one has ever caused any problems under the metal detector, so I still ask the lady to show me the medical certificate attesting that for her health she cannot she can pass, but I don't read any of this, so I invite the girl to pass and carry out the checks normally.The mother then tells her to go through the metal detector because otherwise ""they would have missed the flight"", and she goes away screaming in my ear ""Fuck you, bitch!"", I hate these situations because I'm in a workplaceand therefore I I limit myself to calling the police, with a great sense of bitterness.",1
I work in the hotel world and I often get greeted by guests.Here's the situation: I'm talking to a guest who has a reservation for 6 nights and her reservation was handled by a fashion house.In this case we do not speak with the direct guest but with whoever contacted us to make the reservation for the guest.The guest tells me that in reality her stay is for 3 nights and not 6 and that the fashion house made a mistake.I explain to him that you don't have to talk to us but to the fashion house and that in any case your reservation is penalized and you have to pay the 3 extra nights.The guest gets angry and tells me that she seems like bullshit to him and insults my facility and me.He tells me that I don't know how to do my job and that I don't know how to handle the situation.He calls me stupid and incapable.I honestly felt very debased and insulted even though it wasn't my fault but hers as she knew the cancellation policy.In the end I managed approx,1
"I send a WhatsApp message to a girl in the gymnastics class to remind her that her entrance card has expired and needs to be renewed.She replies that she hasn't used an entrance and it seems absurd to her to have to lose it, she says that after all the season ticket expired only one day ago and concludes with the words: ""how tax are you, my goodness!!!!I really feel like I'm immersed in an unreal situation....and I think ""but is this one really complaining and judging me in a negative way because I asked her to renew an expired subscription?""",1
"Marco has just seen me at the disco, I'm dancing with my friends, in my way which is certainly a little provocative, but which he has always liked.I'm not talking or looking at any man, I'm just dancing.He arrives like a rocket, makes space between my friends and tells me 'you're such a whore', and then leaves, without even giving me time to respond.I'm furious, my friends are stunned, their looks, some furious like me, but some with that mixture of commiseration",1
"A few months ago it happened to me that I was treated very rudely by a patient who immediately addressed me on first terms from the beginning of the visit, demanding that tests and medications be prescribed quickly, which according to him were documents given that the visit started ten minutes late and that I, I imagine as a young woman, was not the type of doctor he expected to find.Very rude, she started to raise her voice, I found it very difficult to remain calm.",1
It happened to me in the car while I was driving.A person I rang because he didn't give me priority insulted me and called me an idiot.At that moment I felt angry because I received an insult knowing I was right at that moment,1
"It happened to me in a club a few years ago.I was dancing on the floor with some friends and some guys came up to us and rubbed up against us in an absolutely unsolicited way.We stopped dancing and asked them - in an annoyed manner - to stop with that unsolicited behavior.Since the boys didn't listen to us, we moved away into the crowd on the track, and this prompted them to address sexist insults to us.",1
"It happened to me on the street a few years ago.I was sitting on a bench with a friend and a Nigerian boy approached us and wanted to sell us some junk.I told him politely that I wasn't interested and he replied to us in English saying that we were prostitutes.Out of anger, without thinking twice I replied that the real whores were his mother and sister.He left in a hurry and I felt so angry and I would have gladly thrown something at his head.",1
"I imagine that it could be a male person, perhaps during an exchange or a heated argument.it could be a person I know more or less well.If I imagine being directed at a sexist insult like the ones mentioned above, I don't think I would have any particular reaction.Even reading them they don't make me feel discouraged or anything else.Having never found myself in such a situation and struggling to even imagine it, I don't know what else to add.I just imagine it could happen in a mom",0
I remember showing up at a job interview for a clothing and accessories shop in my city and the person in charge of my interview looked at me up and down and told me very clearly that they wouldn't take me because I was overweight and the shop wouldn't have made a good impression with me in it.,1
"I felt small and defenseless.When episodes like this happen, the people around you don't help you, they think it's normal.",1
"I woke up and my mother asked me to put the sheets back in the washing machine and turn it on, the washing machine is already programmed.I do as I'm told and the 20 year old washing machine won't start.My mother starts screaming and crying saying I broke the washing machine.I feel irritated and angry but I keep quiet until my mother goes upstairs where I've locked myself in the room, and she starts yelling at me.At a certain point I can't take her anymoreand I tell her that she's crazy and she grabs me, spits in my face and bites the thumb of my right hand.She doesn't let go and I'm the one who takes it out of her mouth, tearing my skin.I cry my eyes out as she continues to scream at my sister.I am desperate and angry because I live in a violent situation and I don't know how to get out without jeopardizing my studies which is the only thing that will allow me to gain independence.",1
"I'm dating a man a little older than me, who makes me feel safe and who I consider mature, responsible etc... Or at least that was my first impression.In reality, he pushes for a relationship that I don't want, to even have a child, and to do things in bed that I don't like...So I decide to take my life back by saying: ""no, enough"".Here the insults begin: he starts calling me a ""whore"", says I took advantage of him...I never asked for anything!The most he did was pay for the dinners, but then he left",1
"I'm saying goodbye to some friends at the end of a beautiful evening.When I'm leaving the club a man turns around and insults me.It is a somewhat old man, 50 years old, drunk.I get scared and call my friends.I ask them if they can take me home since I no longer feel safe doing these 10 minutes on foot.I feel attacked, offended.Another thing I'm thinking is that I wouldn't want something like this to happen to any of my other friends but there's nothing I can do to stop this man from doing the same thing to other girls.And words are just the beginning.I know how quickly a situation like this can escalate and lead to a different end.I am happy to be with my friends with whom I feel protected.",0
"I'm getting dressed to go out to dinner with my ex boyfriend.I'm wearing a skirt and a tight sweater, he looks me up and down and asks me why I'm dressed like this?I answer because I like him and he replies that I look like a whore",1
"He found me in the living room with my younger sister, we were arguing because a misunderstanding had arisen between us regarding his schoolwork, for which he had asked me for help.During the discussion she exclaimed ""you're such a bitch"" but I didn't take this as an insult, at that moment I was so angry that hearing that sentence shocked me even more and I immediately responded with a similar word too.",1
"I was in a shopping center, in a relaxation area with sofas.I see on the sofa in front of mine a man (even if calling him such seems too pretentious to me) who is smoking a cigarette, even though it is forbidden indoors.Not happy with this he puts out his cigarette in the pot of a plant.I definitely got a disdainful expression when I witnessed the scene, he sees me and starts threatening me, telling me ""you don't know who I am, I'm in charge of the security of this shopping centre, you have to shut up and look away, you're alone a little girl, don't you have a boy who can keep you at bay?""making me feel scared, humiliated, frustrated.I didn't feel safe responding to this bully, because I thought he might hurt me, therefore both rude and dangerous.",1
"I was in the car a stone's throw from my house and I was crossing a small stretch against traffic because no car was coming from the opposite side.A couple who were walking their dog blocked my way by standing in front of my car and insulting me.I was wrong, I apologized several times, the mistake was all mine, but the way",1
"I'm in class, sitting at the second desk in the middle row and it's the day of the math test.I studied hard for that test, fitting it in with difficulty in the middle of a period full of questions.The ""cool kids"" in the class ask if it's possible to postpone it as soon as the teacher comes in.She hesitates, asks the class's opinion and why they insist on sending it back.I am against it: the following week I would have had one test a day, and doing a test and a written assignment on the same day would be too stressful, and I don't see the reason why they should postpone it given that their motivations were that they went out to have fun in the days before instead of studying.So the teacher decides to do the task (because after my opposition, others also convinced themselves to do it that day, because otherwise the teacher would have explained and added",1
"I am in the company of friends in the center of my city, and together we meet a very jealous ex-boyfriend.Not having a good relationship, I decide to ignore it.This makes him angry, and he begins to insult me ??with unspeakable words.Knowing the type of person, I don't react but for the whole evening I can't hide the discomfort after those words.",0
"I find myself in line at the post office, and a middle-aged lady, older than me but not too much, tries to skip the line, pretending nothing is happening.I politely and calmly tell her that she has to queue like everyone else.The lady, in a contemptuous and disgusted manner, tells me to mind my own business, that she has no time to waste and that she has better things to do than us.I feel anger but also compassion for her, and with a smile from her I reiterate that she has to queue.",1
"I find myself on the road in the car, at an intersection, even though I have to give way, I try to pass because I think I can make it.When braking I apologize repeatedly with my hands.The driver brakes abruptly, opens the window and shouts angrily.""Bad bitch, the precedence is mine...""I open up in turn and apologize, telling him to moderate his terms.I feel very agitated and offended and I tell him ""I apologized to her, there is no need to insult"".",1
"I'm in a club with a friend of mine.We go out to smoke a cigarette and while we are on the pavement right in front of the club a car with some guys on board slows down and, passing us, shouts 'whores' at us, out of nowhere.This friend of mine and I remain petrified in front of the scene and at that moment we don't know what to say.I felt really bad, offended and treated as if I were an object.The boys in the car sped up again and left.My friend and I looked at each other, without saying anything.We don't know what to say.I know perfectly well that she feels like me right now, naked.Even with all our clothes on, we both feel naked and empty, worthless.As if a 'whore' being called like that in the middle of the street was the most natural thing in the world.We wonder if having worn different clothes this evening would have spared us this surprise, as if it were our fault and",1
"I am in the rented apartment with my usual friends for the holidays.I'm in the room with my boyfriend thinking about yet another evening spent at home because no one wants to go out.I'm tired and disappointed by the behavior of others.I think about how I had imagined this holiday all together and now instead everyone is in their own room.I decide to do something and leave the room, turn on the speaker in the kitchen and turn the volume to maximum.The others have come out of their rooms and ask me what's going on.I'm very angry and hurt because they can't see the problem, all my proposals for evenings are always rejected.I'm exhausted and let myself get carried away by frustration.I raise my voice when explaining the problem because they don't seem to understand.I get even more upset and say that I am",1
"It makes me think of my roommate who never lets me finish talking and often interrupts my conversations, even though she may have been the one to ask me about something.The last time was last night, when she asked me to tell her how my boyfriend's birthday party went (a surprise party I had organized).I had just started the story when she immediately interrupts me to tell me a fact about herself (unsolicited and absolutely irrelevant at the moment).I find it very rude not to respect speaking turns, interrupt people, but above all",1
"My sister asks me if I can do something for her, but it's something I can't do",1
"My sister scolded me for something I did and I snapped at her.She says ""fuck you then"".I mostly feel angry, so I go to my room.As I walk away, I see her making faces and that makes me even more nervous.I think I can't stand her and that she always has to play the victim.Shortly after, however, as I calm down, the sense of guilt and a bit of sadness sets in, because I always feel sorry when I argue with her.",1
"Michele just called me a bitch just because I caught him out, he doesn't know how to do anything at his job.Every insult only makes me angry and want to catch every other idiot who comes my way.",0
"During high school, I was in my second year and therefore I was around 15 years old, one day there was a teachers' meeting with parents to talk about school progress.At that time I had a very very particular English teacher, she wasn't very educational, a bit weird and easily insulted.but I knew that if I didn't bring my mother to talk to her, she would be very angry.So, I take my mother to her, already warning her of the type, and the teacher, when talking about me, describes me as a ""dead cat"" only because during recess I went up to the upper floors to talk to my other friends.By ""dead cat"" she meant that I liked talking to boys and therefore alluding to the fact that I was some sort of no good, making me look bad in front of my mother.Mum let it go, pretending to listen to herand I did the same thing, even though at that moment I felt very ashamed and almost guilty because I thought ""After leaving the meeting, however, my mother and I had a laugh to lighten things up and above all because I knew, as she also knew, that that insult came from a very frustrated and particular person.",1
"It has never happened to me directly, but indirectly, which is why I selected no; in any case it was very unpleasant nonetheless.I was with a friend at McDonald's for a snack, I was 14 years old and for a few months Charlie, our dog, had become part of our lives, so I took him for a walk with me.I remember we were outside and a boy gave Charlie a compliment, so I politely thanked him with a smile.The boy's response was to turn to his friend and sneer and say: ""Pay the dog a compliment and she'll get wet.""",0
"I don't remember exactly the last time I was called ""bitch"", maybe it hasn't been said to me lately so I'm not talking about the last experience.Rather I can describe the moment when when I was told it hit me so much.It happened about two years ago, and it was told to me by my mother, when during an argument (very frequent in that period)I expressed how I felt, how some people hurt me",1
"I don't remember the last time I was insulted with terms like that, but I will always remember this episode.A neighbor of mine found herself doing obscene acts in a public place in the garage under my house: after telling her to find a more suitable place she left.Today, after a few days, I met her again at her supermarket with her mother: she looked at me very badly the whole time.I pretended nothing happened until she started insulting me, without directing the insult directly at me.So I replied to her and she called me a ""whore"": I remember smiling and replying ""you can tell me anything, but not that"".If I think about it now (understanding that this story seems invented)I both laugh at the absurdity and cry because we women are often the first to use denigrating adjectives against other women.And that's maybe the thing",1
"I don't remember the situation well, it happened a long time ago.I only remember that I was arguing with someone and while we were arguing he insulted me by calling me a ""whore"".I don't remember what we were discussing or the situation in general.But more often I received unwanted ""attention"" while I was walking on the street.",1
I don't remember exactly the last time someone called me a sexist insult,1
"Talking with my high school friends we often discussed various topics.Being a woman of Italian-Romanian origins, it frequently happened to me that insults were addressed to me, such as ""women from the East are all sluts anyway"", sometimes with ironic intent, sometimes in situations involving more heated political discussions, which made me were addressed in the ""heat"" of the moment.I learned growing up to manage my emotions and not fall into their patterns and handle the insults received with maturity.At first I felt deeply offended.Growing up I developed a sort of ""apathy"" towards these insults.",1
"Talking to a person through voice chat in a video game he started calling me a ""bitch"" due to an error in the game, the feeling was anger and humiliation.He made me think a lot about how a fun environment can turn into frustration",1
"I was talking to a guy I was dating, he called me a whore because I wore makeup and dressed well.We had gone for a walk in the park with friends and when we returned home he told me this.I felt offended and insulted for no reason since I hadn't done anything",1
"I think the last time was with my brother.we started arguing jokingly and jokingly raising our hands over a small spat (I had eaten some of his yogurt) and he took it too seriously.I thought he was pretending to be angry and that's why I kept laughing and making fun of him until he called me an idiot (usually he never says bad words).I felt hurt and ridiculous, a single word made me feel very bad and left me dumbfounded.I would have preferred her to explain to me what she was feeling at that moment",1
"I think I'm in line for some service and I involuntarily overtake someone who, realizing this, insults me by calling me a bitch.My first thought would be one of disbelief and I would try to quickly understand what was happening.When I understand what happened then in that case I would apologize but I would still invite the other person to use more appropriate and less offensive language.I would try to say it while keeping calm so as not to make the situation worse.The other person could continue to complain and in this case I don't know if I would be able to stay calm and therefore an argument could start.What I imagine, however, is that the other person doesn't get too heated and, realizing that they were initially wrong, they apologize to me in turn.",0
"it could happen for example if I kissed or went with several people, obviously too many for the person who insults me, perhaps someone with whom I have been engaged or not even, or even more likely if someone on the street stopped me to ask for my number and try and I told him no, and as I've seen it happen not to me directly but on video or heard from stories from people I know, often the other person's response is a sexist insult like ""It doesn't matter, you're just a whore.""”, which they certainly wouldn't say to a man and which in this case isn't even appropriate, it's right to say something sexist and inconsistent, which I still find absurd on",0
"First day of being a waitress in a restaurant.The owner yells at me in front of everyone and puts me in embarrassing situations.Scene:
He asks me to go and clear a table, I go and as I am about to take an empty tray he tells me to lower the tray because the gentleman on my right was still eating.(The gentleman was actually chewing his last bite, but his plate and especially the tray next to him were empty)so the gentleman tells me to take the tray, the owner tells me to put it down.The gentleman tells me again that he's finished and the owner tells me to put it down again.All this in front of an entire room, with me moving my arm as two contenders told me to do.The same owner then shouted at me to go and get the bread, from one point of the room to another ""go and get the bread, run, run"" shouting!And what's more he started criticizing the way",1
"A few years ago I ended an acquaintance with a guy I had only dated twice.After telling him that I didn't want to continue seeing him because I wasn't interested in starting any kind of relationship, the guy in question started insulting me by calling me a whore, saying that he wanted to end things with him ""just to jump on other dicks"".At first I tried to calm him down without success, until I felt tired of his insults and was filled with anger.Anger because I didn't deserve such insults, for not having been understood and at the same time a strong sense of shame for him.Not knowing how to accept and handle rejection, it is extremely shameful to insult the other party in order to feel superior.",1
